id_be,id_be_akz,handelsname,pharmazeutischer_unternehmer,therapiegebiet,therapiegebiet_atc,therapeutisches_gebiet_text,orphan_drug,atmp,pat_gr_id,wirkstoff_inn,datum_beschluss,patientengruppe,zn_ausmass,zn_wahrscheinlichkeit,zvt_best,quelle_url
492,2019-12-01-D-504,Bavencio,Merck Serono GmbH / Pfizer Pharma GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,816,Avelumab,2020-05-14,"Erwachsene Patienten mit nicht vorbehandeltem, fortgeschrittenem Nierenzellkarzinom mit ungünstigem Risikoprofil (IMDC-Score ≥ 3)",Beträchtlich,Anhaltspunkt,"−	Nivolumab in Kombination mit Ipilimumab
oder
−	Sunitinib
oder
−	Temsirolimus",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/508/
493,2019-12-01-D-502,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,808,Pembrolizumab,2020-05-14,"Erwachsene Patienten mit nicht vorbehandeltem, fortgeschrittenem Nierenzellkarzinom mit günstigem oder intermediärem Risikoprofil (IMDC-Score 0-2)",Beträchtlich,Anhaltspunkt,"− Bevacizumab in Kombination mit Interferon alfa-2a 
oder 
− Nivolumab in Kombination mit Ipilimumab (nur für Patienten mit intermediärem Risikoprofil)
oder
− Monotherapie mit Pazopanib 
oder 
− Monotherapie mit Sunitinib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/511/
493,2019-12-01-D-502,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,813,Pembrolizumab,2020-05-14,"Erwachsene Patienten mit nicht vorbehandeltem, fortgeschrittenem Nierenzellkarzinom mit ungünstigem Risikoprofil (IMDC-Score ≥ 3)",Beträchtlich,Hinweis,"− Nivolumab in Kombination mit Ipilimumab
oder
− Sunitinib
oder
− Temsirolimus",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/511/
494,2019-12-01-D-501,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,Plattenepithelkarzinom des Kopf-Hals-Bereichs (onkologische Erkrankungen),False,False,809,Pembrolizumab,2020-05-14,Erwachsene Patienten mit metastasierendem oder nicht resezierbarem rezidivierendem Plattenepithelkarzinom der Kopf-Hals-Region (HNSCC) mit PD-L1-exprimierenden Tumoren (Combined Positive Score [CPS] ≥ 1); Erstlinienbehandlung,Beträchtlich,Anhaltspunkt,Cetuximab + Cisplatin oder Carboplatin + 5-FU,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/512/
495,2019-11-15-D-499,Benlysta,GlaxoSmithKline GmbH & Co. KG,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Systemischer Lupus erythematodes (SLE) (Krankheiten des Muskel-Skelett-Systems),False,False,810,Belimumab,2020-05-14,"Kinder und Jugendliche von 5 bis 17 Jahren mit aktivem, Autoantikörper-positivem systemischem Lupus erythematodes (SLE), die trotz Standardtherapie eine hohe Krankheitsaktivität aufweisen",Nicht quantifizierbar,Anhaltspunkt,"Eine patientenindividuelle Therapie unter Berücksichtigung des jeweiligen Organbefalls, der Vortherapie und der Krankheitsaktivität und unter Auswahl von folgenden Therapien:
- Hydroxychloroquin, Chloroquin
- nichtsteroidale Antirheumatika (NSAIDs)
- Glukokortikoide
- Azathioprin",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/498/
451,2019-04-01-D-448,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,nicht-kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,811,Pembrolizumab,2019-09-19,Erwachsene Patienten mit Erstlinienbehandlung des metastasierenden plattenepithelialen nicht-kleinzelligen Lungenkarzinoms mit einer PD‑L1-Expression von < 50 % Tumor Proportion Score,Beträchtlich,Anhaltspunkt,"− Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder
Gemcitabin oder Docetaxel oder Paclitaxel)
oder
− Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder
Gemcitabin oder Docetaxel oder Paclitaxel; vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie)
oder
− Carboplatin in Kombination mit nab-Paclitaxel",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/453/
451,2019-04-01-D-448,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,nicht-kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,1715,Pembrolizumab,2019-09-19,Erwachsene Patienten mit Erstlinienbehandlung des metastasierenden plattenepithelialen nicht-kleinzelligen Lungenkarzinoms mit einer PD‑L1-Expression von ≥ 50 % Tumor Proportion Score,Kein Zusatznutzen belegt,,Pembrolizumab als Monotherapie,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/453/
449,2019-04-01-D-446,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,812,Pembrolizumab,2019-09-19,Erwachsene Patienten mit Melanom im Tumorstadium III mit Lymphknotenbeteiligung nach vollständiger Resektion zur adjuvanten Behandlung,Nicht quantifizierbar,Hinweis,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/451/
496,2020-01-15-D-498,Kadcyla,Roche Pharma AG,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,817,Trastuzumab Emtansin,2020-07-02,"Erwachsene Patientinnen und Patienten mit HER2-positivem Brustkrebs im Frühstadium, die nach einer neoadjuvanten Taxan-basierten und HER2-gerichteten Therapie eine invasive Resterkrankung in der Brust und / oder den Lymphknoten aufweisen",Gering,Hinweis,"Fortführung der präoperativ begonnenen, anti-HER2-gerichteten Therapie mit Trastuzumab",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/515/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,818,Upadacitinib,2020-07-16,"a1) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, bei denen keine ungünstigen Prognosefaktoren vorliegen und die unzureichend auf eine vorangegangene Behandlung mit einem krankheitsmodifizierenden Antirheumatikum (klassische DMARDs, inklusive Methotrexat (MTX)) ansprachen oder diese nicht vertragen haben, Upadacitinib in Monotherapie",Kein Zusatznutzen belegt,,"Alternative klassische DMARDs, sofern geeignet (z. B. MTX, Leflunomid) als Mono- oder Kombinationstherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,876,Upadacitinib,2020-07-16,"a2) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, bei denen keine ungünstigen Prognosefaktoren vorliegen und die unzureichend auf eine vorangegangene Behandlung mit einem krankheitsmodifizierenden Antirheumatikum (klassische DMARDs, inklusive Methotrexat (MTX)) ansprachen oder diese nicht vertragen haben, Upadacitinib in Kombination mit MTX",Kein Zusatznutzen belegt,,"Alternative klassische DMARDs, sofern geeignet (z. B. MTX, Leflunomid) als Mono- oder Kombinationstherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,877,Upadacitinib,2020-07-16,"b1) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, für die eine erstmalige Therapie mit biotechnologisch hergestellten DMARDs (bDMARDs) bzw. zielgerichteten synthetischen DMARDs (tsDMARDs) angezeigt ist; Upadacitinib in Monotherapie",Kein Zusatznutzen belegt,,"bDMARDs oder tsDMARDs (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,884,Upadacitinib,2020-07-16,"b2) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, für die eine erstmalige Therapie mit biotechnologisch hergestellten DMARDs (bDMARDs) bzw. zielgerichteten synthetischen DMARDs (tsDMARDs) angezeigt ist; Upadacitinib in Kombination mit MTX",Beträchtlich,Anhaltspunkt,"bDMARDs oder tsDMARDs (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,885,Upadacitinib,2020-07-16,"c1) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, die unzureichend auf eine vorangegangene Behandlung mit einem oder mehreren bDMARDs und/oder tsDMARDs ansprachen oder diese nicht vertragen haben; Upadacitinib in Monotherapie",Kein Zusatznutzen belegt,,"Wechsel der bDMARD- oder tsDMARD-Therapie (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,886,Upadacitinib,2020-07-16,"c2a) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, die unzureichend auf eine vorangegangene Behandlung mit einem oder mehreren bDMARDs und/oder tsDMARDs ansprachen oder diese nicht vertragen haben; Upadacitinib in Kombination mit MTX; Patienten mit hoher Krankheitsaktivität [DAS28 CRP > 5,1]",Gering,Anhaltspunkt,"Wechsel der bDMARD- oder tsDMARD-Therapie (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
498,2020-02-01-D-509,Rinvoq,AbbVie Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,889,Upadacitinib,2020-07-16,"c2b) Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, die unzureichend auf eine vorangegangene Behandlung mit einem oder mehreren bDMARDs und/oder tsDMARDs ansprachen oder diese nicht vertragen haben; Upadacitinib in Kombination mit MTX; Patienten ohne hohe Krankheitsaktivität [DAS28 CRP ≤ 5,1]",Kein Zusatznutzen belegt,,"Wechsel der bDMARD- oder tsDMARD-Therapie (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/516/
500,2020-02-01-D-511,Trulicity,Lilly Deutschland GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,819,Dulaglutid,2020-07-16,"Erwachsene Patienten mit Diabetes mellitus Typ 2, bei denen Diät und Bewegung allein den Blutzucker nicht ausreichend kontrollieren, und für die die Anwendung von Metformin aufgrund einer Unverträglichkeit nicht geeignet ist",Kein Zusatznutzen belegt,,Sulfonylharnstoff (Glibenclamid oder Glimepirid),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/517/
500,2020-02-01-D-511,Trulicity,Lilly Deutschland GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,879,Dulaglutid,2020-07-16,"Erwachsene Patienten mit Diabetes mellitus Typ 2, bei denen Diät und Bewegung und die Behandlung  mit einem  anderen blutzuckersenkenden Arzneimittel (außer Insulin) den Blutzucker nicht ausreichend kontrollieren",Kein Zusatznutzen belegt,,"•	Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder
•	Metformin + Empagliflozin oder
•	Metformin + Liraglutid
Liraglutid nur für Patienten mit manifester kardiovaskulärer Erkrankung, die weitere Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker erhalten",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/517/
500,2020-02-01-D-511,Trulicity,Lilly Deutschland GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,881,Dulaglutid,2020-07-16,"Erwachsene Patienten mit Diabetes mellitus Typ 2, bei denen Diät und Bewegung und die Behandlung  mit mindestens zwei  blutzuckersenkenden Arzneimitteln (außer Insulin) den Blutzucker nicht ausreichend kontrollieren",Kein Zusatznutzen belegt,,"•	Humaninsulin + Metformin oder
•	Humaninsulin + Empagliflozin oder 
•	Humaninsulin + Liraglutid oder
•	Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind

Empagliflozin bzw. Liraglutid nur für Patienten mit manifester kardiovaskulärer Erkrankung, die weitere Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker erhalten",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/517/
500,2020-02-01-D-511,Trulicity,Lilly Deutschland GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,883,Dulaglutid,2020-07-16,"Erwachsene Patienten mit Diabetes mellitus Typ 2, bei denen Diät und Bewegung und die Behandlung  mit Insulin  (mit oder ohne einem anderen blutzuckersenkenden Arzneimittel) den Blutzucker nicht ausreichend kontrollieren; bei Patienten ohne Niereninsuffizienz",Gering,Anhaltspunkt,"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid) 

Empagliflozin bzw. Liraglutid nur für Patienten mit manifester kardiovaskulärer Erkrankung, die weitere Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker erhalten",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/517/
500,2020-02-01-D-511,Trulicity,Lilly Deutschland GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,892,Dulaglutid,2020-07-16,"Erwachsene Patienten mit Diabetes mellitus Typ 2, bei denen Diät und Bewegung und die Behandlung  mit Insulin  (mit oder ohne einem anderen blutzuckersenkenden Arzneimittel) den Blutzucker nicht ausreichend kontrollieren; bei Patienten mit moderater oder schwerer Niereninsuffizienz gemäß einer chronischen Nierenerkrankung CKD Stadium 3 und 4, definiert über einen eGFR-Wert < 60 bis ≥ 15 ml/min/1,73 m2",Gering,Anhaltspunkt,"•	Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Liraglutid)

Liraglutid nur für Patienten mit manifester kardiovaskulärer Erkrankung, die weitere Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker erhalten",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/517/
501,2019-12-15-D-500,Kalydeco,Vertex Pharmaceuticals,Stoffwechselkrankheiten,Pneumologie,Zystische Fibrose (Stoffwechselkrankheiten),False,False,820,Ivacaftor,2020-06-04,"Kinder mit zystischer Fibrose im Alter von 6 bis < 12 Monaten, die eine der folgenden Gating-Mutationen (Klasse III) im CFTR-Gen aufweisen: G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N oder S549R",Nicht quantifizierbar,Anhaltspunkt,Best Supportive Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/514/
502,2019-10-01-D-486,Tecentriq,Roche Pharma AG,onkologische Erkrankungen,Onkologie,nicht kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,821,Atezolizumab,2020-04-02,Erwachsene Patienten mit einem metastasierten nicht-kleinzelligen Lungenkarzinom mit nicht-plattenepithelialer Histologie und einem Tumor Proportion Score [TPS] von ≥ 50 % (PD-L1-Expression) und ohne EGFR- oder ALK-positive Tumormutationen; Erstlinientherapie,Kein Zusatznutzen belegt,,Pembrolizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/495/
502,2019-10-01-D-486,Tecentriq,Roche Pharma AG,onkologische Erkrankungen,Onkologie,nicht kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,1703,Atezolizumab,2020-04-02,Erwachsene Patienten mit einem metastasierten nicht-kleinzelligen Lungenkarzinom mit nicht-plattenepithelialer Histologie und einem Tumor Proportion Score [TPS] von < 50 % (PD-L1-Expression) und ohne EGFR- oder ALK-positive Tumormutationen; Erstlinientherapie,Kein Zusatznutzen belegt,,"•	Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed)
oder
•	Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie
oder
•	Carboplatin in Kombination mit nab-Paclitaxel
oder
•	Pembrolizumab in Kombination mit Pemetrexed und Platin-Chemotherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/495/
