id_be,id_be_akz,handelsname,pharmazeutischer_unternehmer,therapiegebiet,therapiegebiet_atc,therapeutisches_gebiet_text,orphan_drug,atmp,pat_gr_id,wirkstoff_inn,datum_beschluss,patientengruppe,zn_ausmass,zn_wahrscheinlichkeit,zvt_best,quelle_url
1207,2025-01-01-D-1128,Tevimbra,BeiGene Germany GmbH,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2166,Tislelizumab,2025-06-18,Erwachsene mit lokal fortgeschrittenem oder metastasiertem NSCLC nach vorheriger Therapie mit einer Platin-basierten Chemotherapie,Kein Zusatznutzen belegt,,Docetaxel (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren) oder - Pemetrexed (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und außer bei überwiegend plattenepithelialer Histologie) oder - Nivolumab oder - Pembrolizumab (nur für Patientinnen und Patienten mit PD-L1 exprimierenden Tumoren (TPS ≥ 1 %)) oder - Atezolizumab oder - Docetaxel in Kombination mit Nintedanib (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und Adenokarzinom-Histologie),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1118/
1207,2025-01-01-D-1128,Tevimbra,BeiGene Germany GmbH,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2197,Tislelizumab,2025-06-18,Erwachsene mit lokal fortgeschrittenem oder metastasiertem NSCLC nach vorheriger Therapie mit einer Platin-basierten Chemotherapie,Kein Zusatznutzen belegt,,Docetaxel (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren) oder - Pemetrexed (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und außer bei überwiegend plattenepithelialer Histologie) oder - Nivolumab oder - Pembrolizumab (nur für Patientinnen und Patienten mit PD-L1 exprimierenden Tumoren (TPS ≥ 1 %)) oder - Atezolizumab oder - Docetaxel in Kombination mit Nintedanib (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und Adenokarzinom-Histologie),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1118/
1208,2025-02-15-D-1156,Ofev,Boehringer Ingelheim Pharma GmbH,Krankheiten des Atmungssystems,Onkologie,klinisch signifikante fibrosierende interstitielle Lungenerkrankungen mit progressivem Phänotyp (Krankheiten des Atmungssystems),False,False,2167,Nintedanib,2025-08-07,Kinder und Jugendliche im Alter von 6 bis 17 Jahren mit klinisch signifikanten progredient fibrosierenden interstitiellen Lungenerkrankungen (ILDs),Kein Zusatznutzen belegt,,Best Supportive Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1177/
1209,2025-02-15-D-1162,Vocabria,ViiV Healthcare GmbH,Infektionskrankheiten,Infektiologie,HIV-1- Infektion (Infektionskrankheiten),False,False,2168,Cabotegravir,2025-08-07,"Jugendliche im Alter von 12 bis 17 Jahren und einem Körpergewicht von mindestens 35 kg mit einer HIV-1 Infektion, die auf einem stabilen antiretroviralen Regime virologisch supprimiert sind (HIV-1-RNA < 50 Kopien/ml) ohne gegenwärtige oder historisch dokumentierte Resistenzen gegenüber der NNRTI- oder INI-Klasse und ohne virologisches Versagen gegenüber Wirkstoffen der NNRTI- und INI-Klasse in der Vergangenheit.",Kein Zusatznutzen belegt,,"eine individualisierte Therapie unter Auswahl der zugelassenen, antiretroviralen Wirkstoffe",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1178/
1210,2025-02-15-D-1157,Ofev,Boehringer Ingelheim Pharma GmbH,Krankheiten des Atmungssystems,Onkologie,interstitielle Lungenerkrankung mit systemischer Sklerose (Krankheiten des Atmungssystems),False,False,2169,Nintedanib,2025-08-07,Kinder und Jugendliche im Alter von 6 bis 17 Jahren mit interstitieller Lungenerkrankung mit systemischer Sklerose (SSc-ILD),Kein Zusatznutzen belegt,,Best Supportive Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1176/
1196,2025-01-01-D-1149,Tevimbra,BeiGene Germany GmbH,onkologische Erkrankungen,Onkologie,Adenokarzinom des Magens oder des gastroösophagealen Übergangs (onkologische Erkrankungen),False,False,2172,Tislelizumab,2025-06-18,"Erwachsene mit lokal fortgeschrittenem, nicht resezierbarem oder metastasierendem HER2-negativem Adenokarzinom des Magens oder des gastroösophagealen Übergangs mit einer Tumor-PD-L1-Expression von ≥ 5 % (Tumour Area Positivity; TAP-Score); Erstlinientherapie",Kein Zusatznutzen belegt,,Nivolumab in Kombination mit fluoropyrimidin- und platin-basierter Kombinationschemotherapie (nur bei Tumoren mit PD-L1-Expression (CPS) ≥ 5) oder -	Pembrolizumab in Kombination mit fluoropyrimidin- und platin-basierter Kombinationschemotherapie (nur bei Tumoren mit PD-L1-Expression (CPS) ≥ 1),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1163/
1211,2025-03-01-D-1169,Andembry,CSL Behring GmbH,Sonstiges,Hämatologie,"Angioödem, hereditäres (Sonstiges)",False,False,2176,Garadacimab,2025-08-21,Jugendliche ab 12 Jahren und Erwachsene mit wiederkehrenden Attacken des hereditären Angioödems,Beträchtlich,Anhaltspunkt,Eine Routine-Prophylaxe mit einem C1-Esterase-Inhibitor oder Lanadelumab oder Berotralstat,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1190/
1212,2025-03-01-D-1166,Imcivree,Rhythm Pharmaceuticals Inc.,Stoffwechselkrankheiten,Seltene Erkrankungen,Adipositas und Kontrolle von Hunger (Stoffwechselkrankheiten),True,False,2177,Setmelanotid,2025-08-21,"Kinder von 2 bis <6 Jahren mit genetisch bestätigtem Bardet-Biedl-Syndrom, POMC-, PCSK1- oder LEPR-Mangel zur Behandlung von Adipositas und zur Kontrolle des Hungergefühls",Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1191/
1213,2025-03-01-D-1158,Aquipta,AbbVie Deutschland GmbH & Co. KG,Krankheiten des Nervensystems,Neurologie,Migräne-Prophylaxe (Krankheiten des Nervensystems),False,False,2179,Atogepant,2025-08-21,"Erwachsene mit mindestens 4 Migränetagen pro Monat mit Indikation für eine Migräneprophylaxe, die für konventionelle Migräneprophylaktika infrage kommen",Kein Zusatznutzen belegt,,"Amitriptylin oder Clostridium botulinum Toxin Typ A (kommt nur bei chronischer Migräne infrage) oder Erenumab oder Flunarizin (kommt nur infrage, wenn die Behandlung mit Beta-Rezeptorblockern kontraindiziert ist oder keine ausreichende Wirkung gezeigt hat) oder Metoprolol oder Propranolol",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1189/
1213,2025-03-01-D-1158,Aquipta,AbbVie Deutschland GmbH & Co. KG,Krankheiten des Nervensystems,Neurologie,Migräne-Prophylaxe (Krankheiten des Nervensystems),False,False,2180,Atogepant,2025-08-21,"Erwachsene mit mindestens 4 Migränetagen pro Monat mit Indikation für eine Migräneprophylaxe, die auf keine der medikamentösen Therapien/Wirkstoffklassen (Amitriptylin, Clostridium botulinum Toxin Typ A, Flunarizin, Metoprolol, Propranolol) ansprechen, für diese nicht geeignet sind oder diese nicht vertragen",Kein Zusatznutzen belegt,,Eptinezumab oder Erenumab oder Fremanezumab oder Galcanezumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1189/
1214,2025-03-01-D-1176,Beyfortus,Sanofi-Aventis Deutschland GmbH,Infektionskrankheiten,Infektiologie,Prävention von Respiratorischen Synzytial-Virus(RSV)-Erkrankungen (Infektionskrankheiten),False,False,2181,Nirsevimab,2025-08-21,"Kinder während ihrer ersten RSV-Saison, zur Prävention von Respiratorischen Synzytial-Virus (RSV)-Erkrankungen der unteren Atemwege, die nicht im Therapiehinweis zu RSV-Antikörpern adressiert sind",Beträchtlich,Hinweis,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1183/
1215,2025-03-01-D-1116,Obgemsa,Pierre Fabre Pharma GmbH,Krankheiten des Urogenitalsystems,,Krankheiten des Urogenitalsystems (Krankheiten des Urogenitalsystems),False,False,2183,Vibegron,2025-08-21,Erwachsene mit überaktiver Blase,Kein Zusatznutzen belegt,,Erwachsene mit überaktiver Blase,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1142/
1216,2025-03-01-D-1178,Blincyto,Amgen GmbH,onkologische Erkrankungen,Onkologie,akute lymphatische Leukämie (onkologische Erkrankungen),True,False,2184,Blinatumomab,2025-08-21,"pädiatrischen Patienten im Alter ≥ 1 Monat bis < 1 Jahr mit Hochrisiko-Erstrezidiv einer Philadelphia-Chromosom-negativen, CD19-positiven B-Zell-Vorläufer-ALL im Rahmen der Konsolidierungstherapie",Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1185/
1217,2025-03-01-D-1177,Blincyto,Amgen GmbH,onkologische Erkrankungen,Onkologie,akute lymphatische Leukämie (onkologische Erkrankungen),True,False,2185,Blinatumomab,2025-08-21,"Pädiatrische Patienten im Alter von ≥ 1 Monat bis < 1 Jahr mit Philadelphia-Chromosom-negativer, CD19-positiver B-Zell-Vorläufer-ALL, die refraktär ist oder nach mindestens zwei vorangegangenen Therapien rezidiviert ist oder nach vorangegangener allogener hämatopoetischer Stammzelltransplantation rezidiviert ist",Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1184/
1218,2025-03-01-D-1180,Darzalex,Janssen-Cilag GmbH,onkologische Erkrankungen,Onkologie,Systemische Leichtketten-Amyloidose (AL) (onkologische Erkrankungen),True,False,2186,Daratumumab,2025-08-21,"Erwachsene mit neu diagnostizierter systemischer Leichtketten-(AL-)Amyloidose, für die Bortezomib in Kombination mit Cyclophosphamid und Dexamethason die patientenindividuell geeignete Therapie darstellt.",Beträchtlich,Anhaltspunkt,Bortezomib in Kombination mit Cyclophosphamid und Dexamethason,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1187/
1219,2025-01-15-D-1132,Palforzia,Stallergenes GmbH,Sonstiges,,Erdnussallergie (Sonstiges),False,False,2187,"Erdnussprotein als entfettetes Pulver von Arachis hypogaea L., semen (Erdnüsse)",2025-07-03,Kinder im Alter von 1 bis 3 Jahren mit bestätigter Diagnose einer Erdnussallergie.,Nicht quantifizierbar,Anhaltspunkt,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1164/
1220,2025-01-15-D-1145,Casgevy,Vertex Pharmaceuticals (Germany) GmbH,Krankheiten des Blutes und der blutbildenden Organe,Hämatologie,β-Thalassämie (Krankheiten des Blutes und der blutbildenden Organe),True,True,2189,Exagamglogen autotemcel,2025-07-03,"Patientinnen und Patienten ab 12 Jahren mit transfusionsabhängiger β-Thalassämie, die für eine Transplantation von hämatopoetischen Stammzellen (HSZ) geeignet sind und für die kein HLA-kompatibler, verwandter Stammzellspender zur Verfügung steht",Nicht quantifizierbar,Hinweis,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1166/
1221,2025-01-15-D-1146,Casgevy,Vertex Pharmaceuticals (Germany) GmbH,Krankheiten des Blutes und der blutbildenden Organe,Hämatologie,Sichelzellkrankheit (Krankheiten des Blutes und der blutbildenden Organe),True,True,2190,Exagamglogen autotemcel,2025-07-03,"Patientinnen und Patienten ab 12 Jahren mit schwerer Sichelzellkrankheit und rezidivierenden vasookklusiven Krisen, die für eine Transplantation von hämatopoetischen Stammzellen (HSZ) geeignet sind und für die kein verwandter, HLA-identischer Stammzellspender zur Verfügung steht",Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1167/
1222,2025-03-15-D-1173,Omvoh,Lilly Deutschland GmbH,Krankheiten des Verdauungssystems,Rheumatologie/Immunologie,Morbus Crohn (Krankheiten des Verdauungssystems),False,False,2191,Mirikizumab,2025-09-04,"Erwachsene mit mittelschwerem bis schwerem aktivem Morbus Crohn, die auf eine konventionelle Therapie unzureichend angesprochen haben, nicht mehr darauf ansprechen oder eine Unverträglichkeit zeigen",Kein Zusatznutzen belegt,,Adalimumab oder Infliximab oder Risankizumab oder Ustekinumab oder Vedolizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1194/
1222,2025-03-15-D-1173,Omvoh,Lilly Deutschland GmbH,Krankheiten des Verdauungssystems,Rheumatologie/Immunologie,Morbus Crohn (Krankheiten des Verdauungssystems),False,False,2222,Mirikizumab,2025-09-04,"Erwachsene mit mittelschwerem bis schwerem aktivem Morbus Crohn, die auf ein Biologikum (TNF-α-Antagonist oder Integrin-Inhibitor oder Interleukin-Inhibitor) unzureichend angesprochen haben, nicht mehr darauf ansprechen oder eine Unverträglichkeit zeigen",Kein Zusatznutzen belegt,,Adalimumab oder Infliximab oder Risankizumab oder Upadacitinib oder Ustekinumab oder Vedolizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1194/
1223,2025-02-01-D-1154,Pedmarqsi,Norgine GmbH,Sonstiges,Sonstige,Solide Tumore (Sonstiges),False,False,2192,Natriumthiosulfat,2025-07-17,"Patientinnen und Patienten im Alter von 1 Monat bis < 18 Jahren mit lokalisiertem, nicht metastasierten Hepatoblastom mit Indikation zur Vorbeugung einer durch eine Cisplatin-Chemotherapie induzierten Ototoxizität",Nicht quantifizierbar,Hinweis,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1169/
1223,2025-02-01-D-1154,Pedmarqsi,Norgine GmbH,Sonstiges,Sonstige,Solide Tumore (Sonstiges),False,False,2212,Natriumthiosulfat,2025-07-17,"Patientinnen und Patienten im Alter von 1 Monat bis < 18 Jahren mit lokalisierten, nicht metastasierten anderen soliden Tumoren als einem Hepatoblastom mit Indikation zur Vorbeugung einer durch eine Cisplatin-Chemotherapie induzierten Ototoxizität",Kein Zusatznutzen belegt,,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1169/
1224,2025-02-01-D-1161,Rybrevant,Janssen-Cilag GmbH,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2196,Amivantamab,2025-07-17,Erwachsene mit fortgeschrittenem NSCLC und mit aktivierenden Exon20-Insertionsmutationen des EGFR; Erstlinientherapie,Kein Zusatznutzen belegt,,Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed)  oder - Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie oder - Carboplatin in Kombination mit nab-Paclitaxel,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1102/
1225,2025-02-01-D-1153,Hympavzi,Pfizer Pharma GmbH,Krankheiten des Blutes und der blutbildenden Organe,Hämatologie,Hämophilie B (Krankheiten des Blutes und der blutbildenden Organe),False,False,2198,Marstacimab,2025-07-17,"Erwachsene und Jugendliche ab einem Alter von 12 Jahren mit schwerer Hämophilie B (angeborener Faktor-IX-Mangel, FIX ˂ 1 %) ohne Faktor-IX-Inhibitoren",Kein Zusatznutzen belegt,,Eine Routineprophylaxe mit rekombinanten oder aus humanem Plasma gewonnenen Blutgerinnungsfaktor-IX-Präparaten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1172/
1226,2025-02-01-D-1152,Hympavzi,Pfizer Pharma GmbH,Krankheiten des Blutes und der blutbildenden Organe,Hämatologie,Hämophilie A (Krankheiten des Blutes und der blutbildenden Organe),False,False,2199,Marstacimab,2025-07-17,"Erwachsene und Jugendliche ab einem Alter von 12 Jahren mit einem Gewicht von mindestens 35 kg mit schwerer Hämophilie A (angeborener Faktor-VIII-Mangel, FVIII ˂ 1 %) ohne Faktor-VIII-Inhibitoren",Kein Zusatznutzen belegt,,Eine Routineprophylaxe mit rekombinanten oder aus humanem Plasma gewonnenen Blutgerinnungsfaktor-VIII-Präparaten oder Emicizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1171/
1227,2025-02-15-D-1139,Kevzara,Sanofi-Aventis Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Polyartikuläre juvenile idiopathische Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,2200,Sarilumab,2025-08-07,"Kinder und Jugendliche ab 2 Jahren mit aktiver polyartikulärer juveniler idiopathischer Arthritis (Rheumafaktor-positive [RF+] oder -negative [RF-] Polyarthritis und erweiterte Oligoarthritis), die auf eine vorangegangene Therapie mit konventionellen synthetischen DMARDs nur unzureichend angesprochen haben",Kein Zusatznutzen belegt,,"Adalimumab oder Etanercept oder Golimumab oder Tocilizumab, jeweils in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1179/
1227,2025-02-15-D-1139,Kevzara,Sanofi-Aventis Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Polyartikuläre juvenile idiopathische Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,2201,Sarilumab,2025-08-07,"Kinder und Jugendliche ab 2 Jahren mit aktiver polyartikulärer juveniler idiopathischer Arthritis (Rheumafaktor-positive [RF+] oder -negative [RF-] Polyarthritis und erweiterte Oligoarthritis), die unzureichend auf eines oder mehrere biologische DMARDs angesprochen haben",Kein Zusatznutzen belegt,,"Abatacept oder Adalimumab oder Etanercept oder Golimumab oder Tocilizumab, jeweils in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit in Abhängigkeit von der Vortherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1179/
1228,2025-02-15-D-1151,Kavigale,AstraZeneca GmbH,Infektionskrankheiten,Infektiologie,Coronavirus-Krankheit 2019 (COVID-19) (Infektionskrankheiten),False,False,2202,Sipavibart,2025-08-07,"Erwachsene, die aufgrund einer Erkrankung oder immunsuppressiver Behandlungen immungeschwächt sind, mit Indikation zur Präexpositionsprophylaxe einer Coronavirus-19-Erkrankung",Kein Zusatznutzen belegt,,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1182/
1228,2025-02-15-D-1151,Kavigale,AstraZeneca GmbH,Infektionskrankheiten,Infektiologie,Coronavirus-Krankheit 2019 (COVID-19) (Infektionskrankheiten),False,False,2214,Sipavibart,2025-08-07,"Jugendliche ab 12 Jahren mit mindestens 40 kg Körpergewicht, die aufgrund einer Erkrankung oder immunsuppressiver Behandlungen immungeschwächt sind, mit Indikation zur Präexpositionsprophylaxe einer Coronavirus-19-Erkrankung",Kein Zusatznutzen belegt,,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1182/
1229,2025-02-15-D-1171,Nemluvio,Galderma Laboratorium GmbH,Hauterkrankungen,Dermatologie,Atopische Dermatitis (Hauterkrankungen),False,False,2203,Nemolizumab,2025-08-07,"Erwachsene und Jugendliche ab 12 Jahren mit mittelschwerer bis schwerer atopischer Dermatitis, die für eine systemische Therapie infrage kommen",Kein Zusatznutzen belegt,,Dupilumab (ggf. in Kombination mit TCS und/oder TCI),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1180/
1230,2025-02-15-D-1172,Nemluvio,Galderma Laboratorium GmbH,Hauterkrankungen,Dermatologie,Prurigo nodularis (Hauterkrankungen),False,False,2204,Nemolizumab,2025-08-07,"Erwachsene mit mittelschwerer bis schwerer Prurigo nodularis, die für eine systemische Therapie in Betracht kommen",Kein Zusatznutzen belegt,,Dupilumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1181/
1231,2025-02-15-D-1164,Jaypirca,Lilly Deutschland GmbH,onkologische Erkrankungen,Hämatologie,Mantelzell-Lymphom (MCL) (onkologische Erkrankungen),False,False,2205,Pirtobrutinib,2025-08-07,"Erwachsene mit rezidiviertem oder refraktärem Mantelzell-Lymphom, welche mindestens eine Vortherapie mit einem Bruton-Tyrosinkinase (BTK)-Inhibitor erhalten haben",Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von – Bendamustin + Rituximab, – Lenalidomid ± Rituximab, – R-CHOP (Rituximab, Cyclophosphamid, Doxorubicin, Vincristin, Prednison), – VRCAP (Bortezomib, Rituximab, Cyclophosphamid, Doxorubicin, Prednison), – R-BAC (Rituximab + Bendamustin + Cytarabin), – R-FCM (Fludarabin + Cyclophosphamid + Mitoxantron + Rituximab), – Ibrutinib, – Temsirolimus, – Brexucabtagen autoleucel (nur für Patientinnen und Patienten mit mindestens zwei Vortherapien), – Venetoclax, – Hochdosistherapie mit allogener Stammzelltransplantation und – Hochdosistherapie mit autologer Stammzelltransplantation",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1126/
1232,2025-02-15-D-1140,Sarclisa,Sanofi-Aventis Deutschland GmbH,onkologische Erkrankungen,Hämatologie,Multiples Myelom (onkologische Erkrankungen),False,False,2206,Isatuximab,2025-08-07,"Erwachsene mit neu diagnostiziertem Multiplem Myelom, die für eine autologe Stammzelltransplantation nicht geeignet sind",Gering,Anhaltspunkt,"- Daratumumab in Kombination mit Lenalidomid und Dexamethason oder –	Daratumumab in Kombination mit Bortezomib, Melphalan und Prednison oder –	Bortezomib in Kombination mit Melphalan und Prednison oder –	Bortezomib in Kombination mit Lenalidomid und Dexamethason oder – Thalidomid in Kombination mit Melphalan und Prednison oder –	Bortezomib in Kombination mit Cyclophosphamid und Dexamethason [nur für Patientinnen und Patienten mit einer peripheren Polyneuropathie oder einem erhöhten Risiko für die Entwicklung einer peripheren Polyneuropathie; vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie]",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1174/
1233,2025-02-15-D-1155,Jemperli,GlaxoSmithKline GmbH & Co. KG,onkologische Erkrankungen,Onkologie,Endometriumkarzinom (onkologische Erkrankungen),False,False,2207,Dostarlimab,2025-08-07,"Erwachsene Patientinnen mit primär fortgeschrittenem Endometriumkarzinom (Stadium III oder IV) oder mit Rezidiv eines Endometriumkarzinoms mit Mismatch-Reparatur-Profizienz (pMMR), die zur Behandlung - der primär fortgeschrittenen Erkrankung bisher keine systemische Therapie als postoperative bzw. adjuvante Therapie erhalten haben, - des Rezidivs noch keine Chemotherapie erhalten haben",Kein Zusatznutzen belegt,,"Durvalumab in Kombination mit Carboplatin und Paclitaxel, gefolgt von Durvalumab in Kombination mit Olaparib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1175/
1234,2025-04-15-D-1196,Breyanzi,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Hämatologie,Follikuläres Lymphom (FL) (onkologische Erkrankungen),False,True,2208,Lisocabtagen maraleucel,2025-10-02,Erwachsene mit rezidiviertem oder refraktärem follikulärem Lymphom nach mindestens zwei Linien einer systemischen Therapie,Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von − Bendamustin + Obinutuzumab gefolgt von einer Obinutuzumab-Erhaltungstherapie entsprechend der Zulassung, − Lenalidomid + Rituximab, − Rituximab Monotherapie, − Mosunetuzumab, − Tisagenlecleucel und − Zanubrutinib in Kombination mit Obinutuzumab",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1200/
1235,2025-03-15-D-1100,Nulibry,Sentynl Therapeutics,Krankheiten des Nervensystems,Seltene Erkrankungen,Molybdän-Cofaktor-Mangel (Krankheiten des Nervensystems),True,False,2209,Fosdenopterin,2025-09-04,Patientinnen und Patienten mit Molybdän-Cofaktor-Mangel (MoCD) Typ A,Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1193/
1236,2025-03-15-D-1170,Lyvdelzi (previously Seladelpar Gilead),Gilead Sciences GmbH,Krankheiten des Verdauungssystems,Gastroenterologie,Cholangitis (Krankheiten des Verdauungssystems),True,False,2210,Seladelpar,2025-09-04,Erwachsene mit primär biliärer Cholangitis (PBC) und unzureichendem Ansprechen oder Unverträglichkeit auf Ursodeoxycholsäure,Gering,Hinweis,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1192/
1237,2025-05-01-D-1199,Augtyro,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2211,Repotrectinib,2025-10-16,"Erwachsene mit ROS1-positivem, fortgeschrittenem oder metastasiertem nicht-kleinzelligen Lungenkarzinom (NSCLC); keine Vorbehandlung mit einem ROS1-Inhibitor",Kein Zusatznutzen belegt,,Crizotinib,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1205/
1237,2025-05-01-D-1199,Augtyro,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2243,Repotrectinib,2025-10-16,"Erwachsene mit ROS1-positivem, fortgeschrittenem oder metastasiertem nicht-kleinzelligen Lungenkarzinom (NSCLC); Vorbehandlung mit einem ROS1-Inhibitor und mit einer PD-L1-Expression ≥ 50 %",Kein Zusatznutzen belegt,,"Pembrolizumab als Monotherapie oder Atezolizumab als Monotherapie oder Nivolumab in Kombination mit Ipilimumab und 2 Zyklen platinbasierter Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Pembrolizumab in Kombination mit Pemetrexed und platinhaltiger Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Atezolizumab in Kombination mit Bevacizumab, Paclitaxel und Carboplatin (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Atezolizumab in Kombination mit nab-Paclitaxel und Carboplatin (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Durvalumab in Kombination mit Tremelimumab und einer platinbasierten Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1205/
